,x_axis,loss_list,acclost
0,0.06666666666666667,3.6631198287010194,0.11466666666666667
1,0.13333333333333333,0.7796669483184815,0.7466666666666667
2,0.2,0.5219038516283036,0.8766666666666667
3,0.26666666666666666,0.43217922896146777,0.892
4,0.3333333333333333,0.39749389588832856,0.8993333333333333
5,0.4,0.4101759552955627,0.878
6,0.4666666666666667,0.3481832131743431,0.8946666666666667
7,0.5333333333333333,0.38788839876651765,0.8766666666666667
8,0.6,0.36413353979587554,0.8786666666666667
9,0.6666666666666666,0.3381652534008026,0.8853333333333333
10,0.7333333333333333,0.3180907964706421,0.8946666666666667
11,0.8,0.3338870033621788,0.8866666666666667
12,0.8666666666666667,0.3147549033164978,0.8933333333333333
13,0.9333333333333333,0.3179189220070839,0.8866666666666667
14,1.0,0.3070682466030121,0.888
15,1.0666666666666667,0.3241433948278427,0.8793333333333333
16,1.1333333333333333,0.30301291346549986,0.8893333333333333
17,1.2,0.2938256114721298,0.888
18,1.2666666666666666,0.27973549664020536,0.8946666666666667
19,1.3333333333333333,0.28401714116334914,0.8933333333333333
20,1.4,0.2762542575597763,0.8906666666666667
21,1.4666666666666666,0.2876677930355072,0.8866666666666667
22,1.5333333333333334,0.28047492653131484,0.8946666666666667
23,1.6,0.2945696711540222,0.8913333333333333
24,1.6666666666666667,0.2525860533118248,0.9086666666666666
25,1.7333333333333334,0.2702618509531021,0.8873333333333333
26,1.8,0.27411969304084777,0.892
27,1.8666666666666667,0.2546629324555397,0.902
28,1.9333333333333333,0.24573544263839722,0.9093333333333333
29,2.0,0.23344467133283614,0.912
30,2.066666666666667,0.23745981454849244,0.908
31,2.1333333333333333,0.23233606964349746,0.9186666666666666
32,2.2,0.2324629470705986,0.9166666666666666
33,1.0666666666666667,0.21580247431993485,0.9246666666666666
34,1.1333333333333333,0.2183421343564987,0.9226666666666666
35,1.2,0.2040794238448143,0.9253333333333333
36,1.2666666666666666,0.2321763202548027,0.914
37,1.3333333333333333,0.20290584117174149,0.9346666666666666
38,1.4,0.20289458632469176,0.934
39,1.4666666666666668,0.20404108613729477,0.9286666666666666
40,1.5333333333333332,0.21728469133377076,0.9273333333333333
41,1.6,0.1931540474295616,0.9366666666666666
42,1.6666666666666665,0.21213113218545915,0.9286666666666666
